Previous Crop,Soil Type,Moisture Level,Nitrogen (N),Phosphorus (P),Potassium (K),Recommended Crop
Soybean,Silt,21,383,73,507,Millets
Rice,Loamy,15,10,19,255,Wheat
Sorghum,Sandy,14,38,14,50,Millets
Soybean,Silt,30,399,122,176,Millets
Barley,Silt,30,316,122,782,Millets
Cotton,Clayey,16,99,98,666,Millets
Rice,Loamy,25,230,100,728,Wheat
Rice,Saline,18,211,137,859,Sorghum
Rice,Saline,15,209,88,364,Sorghum
Cotton,Clayey,12,93,102,396,Millets
Groundnut,Sandy,21,185,114,122,Millets
Rice,Clayey,33,162,42,495,Wheat
Rice,Sandy,38,213,2,598,Sorghum
Maize,Saline,32,189,133,222,Rice
Millets,Saline,26,168,80,562,Millets
Wheat,Sandy,38,59,98,373,Soybean
Rice,Sandy,29,87,127,87,Sorghum
Maize,Silt,40,251,68,528,Rice
Rice,Saline,14,248,3,460,Sorghum
Tobacco,Sandy,38,170,29,137,Millets
Barley,Loamy,33,70,147,240,Millets
Wheat,Saline,17,31,146,155,Cotton
Millets,Loamy,27,391,107,450,Millets
Groundnut,Clayey,31,10,28,183,Millets
Tobacco,Clayey,12,81,44,805,Millets
Soybean,Saline,29,116,101,360,Millets
Sorghum,Loamy,25,265,41,203,Millets
Groundnut,Silt,37,109,111,309,Millets
Rice,Saline,18,279,55,568,Sorghum
Cotton,Sandy,31,274,17,742,Millets
Cotton,Clayey,20,8,58,495,Millets
Millets,Sandy,38,353,87,62,Millets
Tobacco,Clayey,35,23,6,380,Millets
Barley,Silt,40,299,51,241,Millets
Soybean,Loamy,13,396,28,10,Millets
Tobacco,Silt,16,218,74,433,Millets
Maize,Loamy,15,249,69,135,Cotton
Rice,Clayey,23,12,76,674,Wheat
Barley,Loamy,10,255,35,706,Millets
Soybean,Loamy,40,389,146,731,Millets
Groundnut,Saline,18,38,139,814,Millets
Barley,Silt,24,297,56,462,Millets
Soybean,Silt,26,307,34,807,Millets
Millets,Clayey,33,14,108,164,Millets
Sorghum,Clayey,37,27,14,204,Millets
Wheat,Clayey,19,388,138,336,Cotton
Groundnut,Sandy,11,93,30,764,Millets
Millets,Clayey,35,317,107,462,Millets
Soybean,Loamy,14,379,46,397,Millets
Maize,Clayey,27,129,141,337,Rice
Cotton,Saline,31,9,147,521,Millets
Wheat,Silt,29,64,136,195,Cotton
Sorghum,Sandy,25,40,59,860,Millets
Groundnut,Sandy,20,374,68,739,Millets
Rice,Sandy,10,379,140,666,Sorghum
Tobacco,Sandy,32,367,95,117,Millets
Tobacco,Loamy,22,237,31,284,Millets
Soybean,Clayey,13,336,107,818,Millets
Cotton,Saline,21,350,117,527,Millets
Barley,Loamy,29,361,14,860,Millets
Millets,Sandy,21,101,29,378,Millets
Barley,Silt,12,274,122,739,Millets
Sorghum,Clayey,22,238,40,454,Millets
Rice,Clayey,31,147,108,865,Wheat
Rice,Saline,30,196,44,36,Sorghum
Millets,Sandy,39,323,131,348,Millets
Cotton,Saline,26,131,110,760,Millets
Maize,Saline,16,365,22,492,Rice
Maize,Loamy,36,296,5,675,Cotton
Sorghum,Sandy,39,357,18,84,Millets
Wheat,Silt,37,321,141,161,Cotton
Cotton,Loamy,33,330,14,523,Millets
Maize,Saline,23,300,37,434,Rice
Soybean,Silt,33,98,37,93,Millets
Sorghum,Clayey,33,13,91,781,Millets
Groundnut,Clayey,17,321,88,887,Millets
Groundnut,Sandy,22,247,140,736,Millets
Tobacco,Loamy,13,391,46,188,Millets
Tobacco,Sandy,29,138,129,598,Millets
Maize,Clayey,28,268,75,4,Rice
Soybean,Saline,23,341,143,186,Millets
Wheat,Silt,10,244,23,830,Cotton
Tobacco,Sandy,34,332,103,118,Millets
Soybean,Loamy,33,266,107,276,Millets
Rice,Saline,19,43,111,642,Sorghum
Millets,Clayey,31,252,105,515,Millets
Millets,Loamy,23,341,21,766,Millets
Sorghum,Saline,39,236,55,679,Millets
Sorghum,Sandy,25,75,2,332,Millets
Groundnut,Silt,17,48,104,713,Millets
Rice,Loamy,31,40,32,612,Wheat
Sorghum,Silt,33,1,125,798,Millets
Rice,Loamy,39,387,89,578,Wheat
Maize,Sandy,27,364,11,641,Cotton
Groundnut,Sandy,22,300,32,214,Millets
Groundnut,Loamy,11,213,90,460,Millets
Cotton,Silt,34,232,76,701,Millets
Soybean,Sandy,31,126,128,199,Millets
Tobacco,Sandy,14,218,59,41,Millets
Soybean,Saline,18,219,73,717,Millets
Sorghum,Sandy,25,275,143,170,Millets
Barley,Silt,18,70,79,224,Millets
Wheat,Loamy,40,308,28,199,Cotton
Wheat,Loamy,31,271,27,126,Cotton
Rice,Loamy,27,195,124,821,Wheat
Barley,Silt,29,272,84,4,Millets
Rice,Silt,21,99,129,391,Sorghum
Maize,Silt,25,368,46,822,Rice
Barley,Loamy,15,49,47,613,Millets
Groundnut,Sandy,35,35,89,490,Millets
Cotton,Saline,10,288,35,597,Millets
Maize,Silt,35,246,144,71,Rice
Soybean,Clayey,12,311,85,561,Millets
Rice,Clayey,35,352,95,668,Wheat
Tobacco,Saline,37,106,9,157,Millets
Groundnut,Sandy,23,191,19,481,Millets
Wheat,Sandy,36,191,56,58,Soybean
Barley,Clayey,15,384,60,13,Millets
Soybean,Silt,40,381,139,390,Millets
Wheat,Silt,34,144,54,96,Cotton
Soybean,Sandy,12,181,67,723,Millets
Soybean,Silt,12,283,111,357,Millets
Tobacco,Loamy,28,344,69,724,Millets
Millets,Saline,30,221,13,339,Millets
Barley,Loamy,13,184,34,63,Millets
Groundnut,Silt,12,335,44,439,Millets
Groundnut,Silt,39,107,112,304,Millets
Rice,Clayey,29,191,33,249,Wheat
Sorghum,Clayey,16,105,109,161,Millets
Millets,Clayey,36,288,94,542,Millets
Maize,Clayey,18,337,47,65,Rice
Soybean,Clayey,39,360,124,126,Millets
Rice,Silt,36,75,48,38,Sorghum
Tobacco,Clayey,26,312,147,373,Millets
Maize,Loamy,24,257,97,405,Cotton
Soybean,Loamy,11,336,88,378,Millets
Millets,Sandy,36,283,125,165,Millets
Groundnut,Saline,13,237,5,104,Millets
Barley,Silt,25,340,90,262,Millets
Soybean,Silt,15,123,38,807,Millets
Rice,Clayey,35,107,56,439,Wheat
Sorghum,Sandy,16,199,92,282,Millets
Rice,Saline,30,86,46,27,Sorghum
Sorghum,Silt,17,24,141,526,Millets
Groundnut,Clayey,34,61,135,672,Millets
Sorghum,Clayey,21,8,100,349,Millets
Cotton,Saline,15,71,129,54,Millets
Wheat,Loamy,26,392,10,161,Cotton
Maize,Loamy,26,93,81,704,Cotton
Tobacco,Loamy,24,193,32,139,Millets
Tobacco,Silt,32,54,137,296,Millets
Barley,Silt,21,294,18,78,Millets
Groundnut,Saline,21,120,39,536,Millets
Cotton,Silt,17,193,128,866,Millets
Millets,Loamy,15,306,140,443,Millets
Wheat,Sandy,27,298,45,480,Soybean
Maize,Saline,23,7,93,723,Rice
Cotton,Saline,18,344,27,795,Millets
Soybean,Saline,12,372,63,435,Millets
Maize,Loamy,24,24,48,802,Cotton
Millets,Saline,10,75,39,510,Millets
Rice,Loamy,10,234,85,336,Wheat
Soybean,Loamy,29,75,62,394,Millets
Barley,Saline,13,397,78,856,Millets
Wheat,Loamy,32,384,123,487,Cotton
Groundnut,Silt,30,94,46,103,Millets
Cotton,Silt,11,277,88,282,Millets
Barley,Saline,13,146,52,155,Millets
Groundnut,Saline,37,333,78,491,Millets
Rice,Loamy,20,195,16,227,Wheat
Groundnut,Silt,28,207,135,29,Millets
Barley,Clayey,21,223,113,496,Millets
Rice,Clayey,30,310,131,668,Wheat
Sorghum,Sandy,29,394,80,644,Millets
Sorghum,Loamy,28,184,102,480,Millets
Millets,Saline,24,182,147,535,Millets
Rice,Saline,33,304,124,656,Sorghum
Barley,Clayey,40,167,104,829,Millets
Maize,Clayey,24,330,111,573,Rice
Tobacco,Sandy,23,271,128,649,Millets
Rice,Clayey,32,160,3,121,Wheat
Tobacco,Loamy,10,327,39,681,Millets
Wheat,Loamy,22,142,88,464,Cotton
Groundnut,Sandy,14,72,141,829,Millets
Millets,Clayey,20,85,9,635,Millets
Groundnut,Silt,33,1,109,117,Millets
Millets,Loamy,26,96,6,648,Millets
Tobacco,Sandy,16,256,141,157,Millets
Tobacco,Clayey,20,238,15,807,Millets
Cotton,Loamy,30,337,90,161,Millets
Rice,Loamy,28,45,131,63,Wheat
Millets,Sandy,11,229,37,624,Millets
Wheat,Silt,28,54,23,451,Cotton
Sorghum,Saline,37,137,18,776,Millets
Wheat,Silt,24,158,12,546,Cotton
Rice,Sandy,34,27,116,146,Sorghum
Groundnut,Saline,36,181,126,90,Millets
Tobacco,Clayey,13,77,68,791,Millets
Maize,Saline,31,253,113,588,Rice
Rice,Clayey,14,190,91,271,Wheat
Groundnut,Silt,28,347,148,209,Millets
Rice,Silt,40,57,29,477,Sorghum
Rice,Loamy,30,363,39,558,Wheat
Groundnut,Saline,40,44,17,165,Millets
Millets,Saline,16,279,28,117,Millets
Millets,Sandy,18,36,20,633,Millets
Rice,Saline,10,211,62,772,Sorghum
Barley,Saline,15,225,115,657,Millets
Cotton,Clayey,21,194,25,423,Millets
Rice,Clayey,30,31,74,104,Wheat
Barley,Loamy,37,353,149,555,Millets
Rice,Clayey,10,102,5,434,Wheat
Barley,Loamy,29,394,144,640,Millets
Cotton,Saline,26,361,24,427,Millets
Soybean,Silt,14,196,125,665,Millets
Soybean,Sandy,30,226,37,594,Millets
Barley,Saline,17,381,1,544,Millets
Groundnut,Silt,10,208,46,575,Millets
Rice,Silt,27,118,74,593,Sorghum
Millets,Silt,27,153,132,95,Millets
Groundnut,Clayey,23,166,85,368,Millets
Soybean,Loamy,15,254,56,575,Millets
Wheat,Sandy,34,244,112,45,Soybean
Millets,Clayey,40,309,146,525,Millets
Sorghum,Sandy,16,371,91,777,Millets
Barley,Clayey,37,30,82,516,Millets
Tobacco,Loamy,17,165,135,584,Millets
Maize,Clayey,28,374,18,30,Rice
Cotton,Saline,23,33,66,461,Millets
Tobacco,Silt,10,24,63,751,Millets
Maize,Clayey,11,157,65,499,Rice
Rice,Sandy,11,37,51,786,Sorghum
Tobacco,Clayey,16,83,142,158,Millets
Rice,Sandy,38,196,130,409,Sorghum
Soybean,Sandy,38,184,123,307,Millets
Wheat,Clayey,20,264,142,244,Cotton
Soybean,Saline,32,274,81,784,Millets
Sorghum,Silt,16,65,65,172,Millets
Groundnut,Sandy,38,307,16,629,Millets
Maize,Clayey,38,259,61,74,Rice
Groundnut,Clayey,17,207,121,459,Millets
Groundnut,Saline,30,247,143,272,Millets
Millets,Loamy,34,222,71,722,Millets
Wheat,Saline,10,360,116,769,Cotton
Wheat,Sandy,28,96,149,891,Soybean
Barley,Silt,10,347,52,545,Millets
Wheat,Clayey,12,383,58,204,Cotton
Maize,Silt,21,181,111,30,Rice
Wheat,Sandy,40,379,0,350,Soybean
Cotton,Saline,40,93,91,435,Millets
Wheat,Saline,40,231,62,77,Cotton
Barley,Silt,39,137,64,433,Millets
Groundnut,Clayey,34,308,124,817,Millets
Wheat,Clayey,33,282,11,19,Cotton
Sorghum,Loamy,31,332,76,429,Millets
Wheat,Clayey,29,378,102,421,Cotton
Sorghum,Silt,13,222,79,253,Millets
Groundnut,Clayey,10,368,34,475,Millets
Rice,Sandy,34,123,19,138,Sorghum
Tobacco,Silt,36,50,94,124,Millets
Millets,Loamy,29,330,66,58,Millets
Cotton,Clayey,21,74,58,518,Millets
Groundnut,Saline,30,346,134,573,Millets
Tobacco,Silt,31,370,137,241,Millets
Tobacco,Saline,14,152,107,45,Millets
Barley,Silt,37,4,80,235,Millets
Millets,Clayey,34,38,30,360,Millets
Tobacco,Loamy,18,47,13,787,Millets
Sorghum,Silt,33,311,65,85,Millets
Cotton,Saline,25,160,23,78,Millets
Wheat,Saline,19,184,25,410,Cotton
Sorghum,Loamy,17,347,55,157,Millets
Sorghum,Sandy,15,380,52,578,Millets
Tobacco,Sandy,32,195,41,898,Millets
Sorghum,Saline,25,258,5,878,Millets
Barley,Sandy,29,261,143,598,Millets
Soybean,Saline,10,9,51,153,Millets
Soybean,Loamy,10,39,69,206,Millets
Cotton,Loamy,19,175,106,125,Millets
Groundnut,Silt,37,278,23,101,Millets
Cotton,Loamy,15,398,118,538,Millets
Barley,Loamy,27,355,130,751,Millets
Sorghum,Sandy,34,397,48,265,Millets
Tobacco,Clayey,30,179,4,790,Millets
Cotton,Clayey,39,119,124,486,Millets
Rice,Loamy,13,262,144,195,Wheat
Soybean,Saline,15,142,54,863,Millets
Cotton,Loamy,24,62,49,567,Millets
Wheat,Sandy,19,7,31,354,Soybean
Cotton,Loamy,34,137,123,868,Millets
Groundnut,Saline,39,180,12,313,Millets
Maize,Clayey,30,189,87,132,Rice
Groundnut,Silt,37,103,90,721,Millets
Cotton,Saline,16,160,127,369,Millets
Cotton,Loamy,29,357,95,188,Millets
Wheat,Loamy,11,345,47,70,Cotton
Sorghum,Saline,31,179,135,328,Millets
Barley,Clayey,36,117,6,577,Millets
Soybean,Sandy,29,392,54,440,Millets
Tobacco,Loamy,21,337,146,350,Millets
Cotton,Clayey,28,102,64,818,Millets
Cotton,Silt,23,393,55,697,Millets
Sorghum,Sandy,36,260,121,267,Millets
Cotton,Sandy,11,53,143,855,Millets
Maize,Clayey,20,67,104,80,Rice
Rice,Sandy,26,389,8,120,Sorghum
Sorghum,Sandy,19,202,112,111,Millets
Maize,Sandy,31,185,101,568,Cotton
Barley,Clayey,12,351,85,511,Millets
Rice,Sandy,33,283,50,306,Sorghum
Soybean,Sandy,35,90,48,461,Millets
Maize,Clayey,30,95,143,878,Rice
Soybean,Saline,29,45,84,366,Millets
Groundnut,Loamy,36,218,71,723,Millets
Wheat,Loamy,22,347,38,287,Cotton
Soybean,Saline,35,205,8,21,Millets
Cotton,Silt,33,99,115,419,Millets
Soybean,Clayey,25,168,56,851,Millets
Barley,Sandy,39,335,73,357,Millets
Sorghum,Saline,33,115,72,281,Millets
Groundnut,Silt,13,341,21,542,Millets
Cotton,Clayey,36,79,73,78,Millets
Wheat,Clayey,27,115,122,216,Cotton
Soybean,Saline,15,201,55,380,Millets
Maize,Loamy,34,155,103,33,Cotton
Millets,Saline,39,234,122,151,Millets
Sorghum,Silt,40,317,3,50,Millets
Soybean,Loamy,16,339,123,171,Millets
Groundnut,Sandy,37,257,109,844,Millets
Tobacco,Loamy,37,76,134,603,Millets
Barley,Saline,31,174,119,147,Millets
Maize,Saline,25,268,24,573,Rice
Soybean,Silt,36,45,136,535,Millets
Sorghum,Clayey,16,71,59,595,Millets
Cotton,Saline,38,306,94,810,Millets
Sorghum,Silt,31,166,53,795,Millets
Tobacco,Loamy,20,3,72,778,Millets
Maize,Saline,32,213,2,12,Rice
Maize,Loamy,36,108,92,499,Cotton
Tobacco,Loamy,36,139,17,93,Millets
Maize,Loamy,28,91,36,53,Cotton
Tobacco,Silt,10,154,103,516,Millets
Rice,Clayey,23,120,72,787,Wheat
Cotton,Sandy,12,103,35,656,Millets
Tobacco,Sandy,14,396,89,852,Millets
Wheat,Silt,23,94,4,493,Cotton
Soybean,Silt,33,81,68,881,Millets
Maize,Clayey,24,312,13,4,Rice
Sorghum,Loamy,22,104,48,223,Millets
Millets,Saline,30,351,1,233,Millets
Groundnut,Silt,12,382,138,339,Millets
Maize,Silt,27,8,1,20,Rice
Millets,Silt,18,370,44,657,Millets
Cotton,Sandy,17,189,123,381,Millets
Maize,Loamy,31,206,134,582,Cotton
Maize,Sandy,30,231,127,549,Cotton
Wheat,Loamy,21,362,37,602,Cotton
Tobacco,Clayey,30,80,8,849,Millets
Wheat,Silt,31,104,58,709,Cotton
Tobacco,Loamy,21,130,56,442,Millets
Millets,Clayey,40,52,144,214,Millets
Rice,Saline,28,269,23,121,Sorghum
Barley,Saline,13,276,95,205,Millets
Maize,Silt,38,85,73,313,Rice
Rice,Clayey,22,78,44,258,Wheat
Groundnut,Sandy,22,23,92,662,Millets
Millets,Loamy,20,284,54,789,Millets
Millets,Sandy,28,287,57,53,Millets
Barley,Silt,27,289,78,827,Millets
Maize,Sandy,22,280,112,777,Cotton
Soybean,Sandy,17,156,93,551,Millets
Rice,Clayey,35,347,94,378,Wheat
Tobacco,Loamy,24,209,15,159,Millets
Tobacco,Silt,38,354,90,19,Millets
Soybean,Clayey,15,0,126,502,Millets
Tobacco,Silt,11,42,69,856,Millets
Barley,Loamy,18,344,107,615,Millets
Millets,Silt,32,83,13,815,Millets
Barley,Sandy,35,257,109,520,Millets
Maize,Clayey,14,133,106,68,Rice
Rice,Silt,11,38,25,556,Sorghum
Barley,Saline,21,45,97,79,Millets
Groundnut,Sandy,26,242,103,131,Millets
Sorghum,Clayey,12,33,38,318,Millets
Maize,Loamy,21,318,28,404,Cotton
Soybean,Loamy,34,45,85,199,Millets
Rice,Clayey,28,397,12,802,Wheat
Wheat,Clayey,18,298,125,618,Cotton
Millets,Saline,13,220,9,879,Millets
Millets,Saline,19,150,91,758,Millets
Barley,Loamy,15,304,119,434,Millets
Sorghum,Silt,15,332,55,222,Millets
Tobacco,Sandy,35,299,74,858,Millets
Tobacco,Sandy,32,82,21,557,Millets
Cotton,Clayey,15,87,50,784,Millets
Wheat,Sandy,28,100,7,151,Soybean
Rice,Loamy,26,66,150,167,Wheat
Soybean,Saline,12,115,115,565,Millets
Wheat,Sandy,26,210,58,197,Soybean
Wheat,Loamy,11,249,41,413,Cotton
Wheat,Saline,38,258,86,811,Cotton
Barley,Loamy,27,97,21,3,Millets
Sorghum,Clayey,28,101,17,237,Millets
Rice,Saline,23,315,135,308,Sorghum
Millets,Loamy,29,323,109,227,Millets
Maize,Silt,14,11,144,320,Rice
Rice,Saline,29,330,22,191,Sorghum
Soybean,Clayey,38,163,7,826,Millets
Groundnut,Silt,20,248,25,60,Millets
Wheat,Silt,18,27,118,742,Cotton
Soybean,Saline,17,290,145,876,Millets
Wheat,Loamy,24,355,103,886,Cotton
Soybean,Silt,30,87,79,555,Millets
Sorghum,Saline,12,275,24,676,Millets
Groundnut,Loamy,36,348,147,44,Millets
Groundnut,Silt,32,246,38,509,Millets
Maize,Silt,32,268,116,104,Rice
Maize,Silt,21,110,150,348,Rice
Wheat,Saline,28,91,79,502,Cotton
Millets,Saline,16,327,106,96,Millets
Groundnut,Clayey,27,39,10,292,Millets
Groundnut,Clayey,11,37,69,389,Millets
Rice,Saline,32,157,89,711,Sorghum
Cotton,Saline,34,210,91,161,Millets
Rice,Saline,26,76,79,465,Sorghum
Barley,Clayey,40,378,22,512,Millets
Cotton,Silt,19,250,127,417,Millets
Millets,Clayey,19,201,13,794,Millets
Rice,Loamy,33,343,51,118,Wheat
Sorghum,Sandy,25,258,66,802,Millets
Millets,Clayey,25,217,2,23,Millets
Soybean,Saline,14,130,38,97,Millets
Wheat,Saline,33,267,76,710,Cotton
Tobacco,Saline,17,283,0,623,Millets
Soybean,Saline,30,324,10,142,Millets
Groundnut,Saline,39,253,99,130,Millets
Wheat,Sandy,40,314,76,62,Soybean
Cotton,Sandy,29,289,66,714,Millets
Millets,Clayey,29,19,99,421,Millets
Tobacco,Sandy,31,43,69,257,Millets
Groundnut,Loamy,17,140,50,774,Millets
Wheat,Silt,27,37,73,60,Cotton
Wheat,Saline,31,373,8,630,Cotton
Sorghum,Loamy,24,35,23,114,Millets
Rice,Silt,28,57,88,511,Sorghum
Wheat,Saline,27,258,147,59,Cotton
Millets,Saline,35,132,103,347,Millets
Groundnut,Sandy,38,241,70,411,Millets
Maize,Sandy,37,288,145,33,Cotton
Sorghum,Loamy,33,322,97,61,Millets
Soybean,Saline,38,143,95,695,Millets
Tobacco,Loamy,30,172,17,658,Millets
Millets,Sandy,35,129,64,779,Millets
Maize,Silt,10,353,62,313,Rice
Millets,Saline,25,291,139,245,Millets
Millets,Clayey,35,55,115,508,Millets
Tobacco,Loamy,22,117,36,60,Millets
Rice,Loamy,33,350,83,663,Wheat
Cotton,Clayey,28,15,129,846,Millets
Tobacco,Silt,17,5,46,552,Millets
Sorghum,Loamy,37,167,49,636,Millets
Cotton,Sandy,22,156,149,83,Millets
Millets,Saline,37,256,66,338,Millets
Tobacco,Loamy,15,356,44,877,Millets
Soybean,Saline,22,376,115,806,Millets
Groundnut,Saline,12,331,89,188,Millets
Tobacco,Clayey,35,106,56,193,Millets
Tobacco,Sandy,37,21,146,444,Millets
Tobacco,Loamy,21,345,52,138,Millets
Soybean,Clayey,23,132,54,54,Millets
Sorghum,Clayey,16,252,12,892,Millets
Tobacco,Sandy,23,268,48,686,Millets
Groundnut,Saline,26,125,10,232,Millets
Tobacco,Silt,15,268,104,286,Millets
Cotton,Sandy,17,10,75,121,Millets
Sorghum,Sandy,12,282,136,9,Millets
Barley,Saline,19,372,98,156,Millets
Groundnut,Silt,15,341,40,254,Millets
Cotton,Clayey,23,58,63,191,Millets
Cotton,Sandy,28,138,132,768,Millets
Barley,Saline,40,153,55,169,Millets
Soybean,Silt,19,141,53,256,Millets
Tobacco,Saline,33,345,66,452,Millets
Maize,Silt,36,298,143,651,Rice
Cotton,Clayey,34,316,83,656,Millets
Maize,Sandy,24,341,9,610,Cotton
Tobacco,Loamy,31,158,23,818,Millets
Wheat,Saline,35,74,2,420,Cotton
Rice,Clayey,35,80,84,757,Wheat
Sorghum,Sandy,32,9,11,66,Millets
Soybean,Saline,17,218,75,265,Millets
Sorghum,Clayey,23,355,88,800,Millets
Rice,Silt,17,371,73,553,Sorghum
Barley,Clayey,23,177,68,849,Millets
Maize,Saline,24,263,26,377,Rice
Cotton,Saline,36,280,91,428,Millets
Millets,Silt,21,392,23,690,Millets
Sorghum,Clayey,32,186,86,587,Millets
Wheat,Sandy,18,229,85,172,Soybean
Wheat,Clayey,29,198,135,508,Cotton
Maize,Silt,29,191,116,484,Rice
Soybean,Saline,27,82,85,761,Millets
Groundnut,Clayey,36,285,48,713,Millets
Groundnut,Loamy,22,336,131,637,Millets
Wheat,Silt,30,172,44,132,Cotton
Millets,Clayey,24,1,85,475,Millets
Wheat,Clayey,33,344,59,813,Cotton
Tobacco,Loamy,19,127,146,33,Millets
Rice,Loamy,40,277,50,788,Wheat
Wheat,Clayey,29,252,135,437,Cotton
Cotton,Clayey,39,56,94,302,Millets
Wheat,Silt,29,176,53,720,Cotton
Barley,Silt,16,76,34,640,Millets
Barley,Silt,37,351,75,894,Millets
Sorghum,Silt,20,123,16,182,Millets
Barley,Loamy,18,137,61,882,Millets
Barley,Sandy,39,319,29,574,Millets
Wheat,Loamy,21,246,23,145,Cotton
Tobacco,Saline,17,63,39,365,Millets
Tobacco,Silt,18,291,30,389,Millets
Sorghum,Silt,11,362,52,877,Millets
Soybean,Silt,28,187,33,513,Millets
Rice,Silt,35,346,103,68,Sorghum
Sorghum,Clayey,14,100,107,630,Millets
Soybean,Silt,19,398,123,228,Millets
Cotton,Saline,36,88,18,131,Millets
Rice,Silt,29,170,104,701,Sorghum
Wheat,Loamy,39,155,89,533,Cotton
Sorghum,Sandy,13,173,134,461,Millets
Rice,Saline,36,188,56,888,Sorghum
Cotton,Silt,28,143,109,329,Millets
Tobacco,Clayey,33,178,27,282,Millets
Millets,Saline,23,43,24,868,Millets
Wheat,Silt,11,70,111,25,Cotton
Sorghum,Silt,32,52,88,408,Millets
Wheat,Loamy,40,332,121,485,Cotton
Millets,Sandy,24,285,51,288,Millets
Barley,Saline,25,67,22,84,Millets
Wheat,Saline,37,179,53,574,Cotton
Soybean,Saline,19,338,97,209,Millets
Soybean,Saline,40,171,115,237,Millets
Groundnut,Sandy,23,370,34,281,Millets
Groundnut,Sandy,31,172,112,339,Millets
Cotton,Clayey,29,273,3,676,Millets
Groundnut,Saline,31,151,73,401,Millets
Soybean,Loamy,40,99,71,527,Millets
Rice,Sandy,30,67,59,377,Sorghum
Millets,Saline,16,127,117,791,Millets
Millets,Clayey,17,376,61,737,Millets
Rice,Silt,28,150,21,869,Sorghum
Barley,Saline,10,262,108,388,Millets
Rice,Saline,19,245,48,160,Sorghum
Barley,Clayey,23,66,135,354,Millets
Maize,Saline,13,145,118,618,Rice
Barley,Saline,27,248,149,894,Millets
Tobacco,Silt,14,114,70,825,Millets
Wheat,Sandy,11,137,29,804,Soybean
Wheat,Sandy,25,317,147,414,Soybean
Barley,Saline,19,389,11,615,Millets
Maize,Clayey,28,279,35,257,Rice
Groundnut,Silt,15,51,50,844,Millets
Rice,Silt,34,192,78,249,Sorghum
Tobacco,Clayey,32,33,80,520,Millets
Groundnut,Sandy,22,162,130,303,Millets
Groundnut,Clayey,39,345,100,607,Millets
Tobacco,Sandy,31,331,92,482,Millets
Tobacco,Sandy,32,168,99,741,Millets
Groundnut,Clayey,17,392,15,696,Millets
Rice,Saline,10,233,55,762,Sorghum
Barley,Loamy,22,79,130,753,Millets
Cotton,Loamy,20,102,65,457,Millets
Groundnut,Clayey,33,147,107,199,Millets
Soybean,Clayey,40,146,76,232,Millets
Rice,Clayey,10,128,109,74,Wheat
Cotton,Saline,40,222,27,399,Millets
Rice,Sandy,29,324,148,114,Sorghum
Cotton,Silt,35,374,85,429,Millets
Maize,Loamy,17,400,83,882,Cotton
Groundnut,Clayey,13,341,137,326,Millets
Groundnut,Silt,19,27,83,626,Millets
Millets,Loamy,34,358,69,883,Millets
Cotton,Saline,31,123,13,554,Millets
Barley,Loamy,31,20,115,116,Millets
Sorghum,Clayey,39,260,144,458,Millets
Tobacco,Clayey,23,386,108,373,Millets
Rice,Clayey,26,206,61,25,Wheat
Soybean,Sandy,26,200,30,55,Millets
Maize,Sandy,33,211,77,235,Cotton
Soybean,Loamy,25,247,126,617,Millets
Wheat,Saline,18,58,124,90,Cotton
Maize,Silt,30,76,88,825,Rice
Groundnut,Sandy,40,279,110,755,Millets
Rice,Clayey,35,339,68,148,Wheat
Maize,Saline,19,319,134,835,Rice
Rice,Sandy,24,258,99,394,Sorghum
Maize,Clayey,19,226,10,279,Rice
Rice,Saline,39,382,49,179,Sorghum
Barley,Sandy,13,327,93,528,Millets
Rice,Clayey,22,82,82,653,Wheat
Soybean,Sandy,24,298,75,838,Millets
Groundnut,Saline,21,397,99,180,Millets
Millets,Saline,35,149,2,12,Millets
Maize,Clayey,32,198,52,446,Rice
Cotton,Loamy,35,122,5,603,Millets
Tobacco,Clayey,22,126,9,657,Millets
Soybean,Sandy,32,175,111,476,Millets
Cotton,Sandy,14,366,43,843,Millets
Rice,Loamy,18,281,43,417,Wheat
Soybean,Saline,37,104,77,662,Millets
Maize,Loamy,35,326,15,257,Cotton
Wheat,Clayey,21,35,102,385,Cotton
Barley,Silt,37,382,129,349,Millets
Rice,Clayey,37,391,22,293,Wheat
Maize,Clayey,31,214,5,564,Rice
Wheat,Saline,27,197,51,565,Cotton
Cotton,Loamy,10,280,132,542,Millets
Tobacco,Clayey,38,302,33,81,Millets
Barley,Clayey,29,215,78,99,Millets
Wheat,Loamy,36,99,33,214,Cotton
Cotton,Silt,14,302,69,114,Millets
Groundnut,Sandy,31,123,119,736,Millets
Barley,Loamy,18,227,145,793,Millets
Wheat,Sandy,27,382,4,773,Soybean
Sorghum,Sandy,31,338,67,124,Millets
Sorghum,Silt,27,79,130,424,Millets
Barley,Clayey,39,57,62,466,Millets
Cotton,Clayey,33,392,138,543,Millets
Sorghum,Loamy,30,110,137,725,Millets
Maize,Loamy,27,277,50,487,Cotton
Sorghum,Silt,27,300,102,759,Millets
Groundnut,Saline,36,366,5,304,Millets
Millets,Loamy,34,133,71,589,Millets
Soybean,Silt,37,371,118,475,Millets
Rice,Saline,27,208,136,742,Sorghum
Tobacco,Sandy,21,224,141,16,Millets
Cotton,Saline,29,315,8,332,Millets
Tobacco,Loamy,36,78,82,0,Millets
Tobacco,Saline,10,312,75,822,Millets
